일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2020-04-30,17.1,9.3,23.4,,41
2020-05-01,20.2,16.4,26.2,,54
2020-05-02,20.3,18,23.9,0,62
2020-05-03,21.8,17,27.4,0,46
2020-05-04,20.2,14.8,25.3,,44
2020-05-05,16,13.1,19.3,,54
2020-05-06,19.4,11.1,27.6,,19
2020-05-07,20.7,14.9,26.5,,20
2020-05-08,19.9,14.3,27.3,2.3,11
2020-05-09,14.2,12.7,16.8,24.4,76
2020-05-10,14.4,12.8,16.6,1.3,78
2020-05-11,16.5,12.4,22,3.4,27
2020-05-12,14.3,10.5,18.9,0.7,47
2020-05-13,16.1,10.2,21.8,,24
2020-05-14,19.3,12.4,25.4,,20
2020-05-15,16.1,14.1,20.2,12,34
2020-05-16,16.7,15,20.3,2.5,74
2020-05-17,19.1,14.6,24.9,0,58
2020-05-18,19.1,13.2,26.8,29.8,46
2020-05-19,13,10.1,17.1,19,52
2020-05-20,14.4,9.2,20.1,0,46
2020-05-21,17.4,10.9,22.9,,40
2020-05-22,18.5,14.8,22.7,0,55
2020-05-23,20.1,16.6,25,0,44
2020-05-24,17.1,14.3,20.2,14.5,70
2020-05-25,16.6,13.7,21.3,,62
2020-05-26,16.2,12.7,22.9,1.5,47
2020-05-27,17.4,11.8,23.9,,31
2020-05-28,18.7,14.2,23.4,0,38
2020-05-29,20.7,14.6,27.6,,38
2020-05-30,22.6,16.5,30,,29
2020-05-31,21.2,17.6,28,1,39
2020-06-01,19.7,16.6,24.5,0.4,37
2020-06-02,17.9,14.8,21.8,2,43
2020-06-03,22,17.6,28.4,,47
2020-06-04,21.9,19.7,26.5,0.2,57
2020-06-05,23,18.4,28.7,,45
2020-06-06,24.6,19.2,30.9,,38
2020-06-07,22.7,19.2,29.2,,44
2020-06-08,25,19.8,32,,40
2020-06-09,26.7,20.3,32.8,,34
2020-06-10,25.8,22.5,32.1,6.2,41
2020-06-11,26.1,21.7,31.6,0,38
2020-06-12,24.7,21.6,27.6,,49
2020-06-13,26.9,20.6,33.5,0,27
2020-06-14,24,20.1,28.8,1.1,41
2020-06-15,23,18.2,28.6,,31
2020-06-16,24.4,20,30.7,,37
2020-06-17,24.3,20.2,30.3,,37
2020-06-18,23.4,20.3,27.3,,47
2020-06-19,24.7,21.1,30,0.1,45
2020-06-20,24.9,20.7,29.7,,48
2020-06-21,26.1,19.5,32.7,,39
2020-06-22,28.6,21.7,35.4,,26
2020-06-23,27.3,23.2,31,0,42
2020-06-24,22.3,19.9,26.3,37.6,55
2020-06-25,21.6,20.1,23.4,13.3,79
2020-06-26,21.8,19.2,25.7,2.1,63
2020-06-27,24.1,20.4,29.6,0,52
2020-06-28,25.2,21.5,30.1,,49
2020-06-29,23.8,20.6,26.5,11.9,64
2020-06-30,20.1,18.4,23.1,64.7,63
2020-07-01,21.1,18.1,24.3,0,67
2020-07-02,24.2,20.4,29.8,,51
2020-07-03,25.5,21.6,30.6,0.1,34
2020-07-04,24.2,20.4,29.5,1.6,39
2020-07-05,23.8,19.9,27.6,,52
2020-07-06,25.6,21.8,30.9,,46
2020-07-07,24.1,22.1,28.1,0,59
2020-07-08,25.5,21.3,30.4,,52
2020-07-09,27.5,21.8,32.9,,38
2020-07-10,24.5,22.7,27.7,2.2,60
2020-07-11,25.8,22.2,30.2,,49
2020-07-12,23.5,21.7,26,2.9,58
2020-07-13,18.7,17.7,21.7,47.6,86
2020-07-14,20.3,17.2,24.3,11.5,62
2020-07-15,23.4,18.9,28.7,,40
2020-07-16,25,20.4,29.7,,55
2020-07-17,26,21.5,31.6,0,52
2020-07-18,26.1,22.8,31,,54
2020-07-19,24,20.6,26.6,29.1,62
2020-07-20,23.8,22.4,26.6,3.6,77
2020-07-21,25,21.4,30.5,0,51
2020-07-22,23.7,22.6,25.7,11.5,81
2020-07-23,21.1,18.5,22.6,103.1,89
2020-07-24,22.5,18.7,26.8,2.9,61
2020-07-25,24.3,22.3,29,0,56
2020-07-26,25.4,21.6,29.6,0,56
2020-07-27,24.3,22.9,25.5,2.2,80
2020-07-28,24.4,22.7,26.4,0.4,71
2020-07-29,23.7,22.6,24.9,50.1,89
2020-07-30,25.3,23.4,28.4,0.1,68
2020-07-31,26.2,22.8,29.6,1.5,69
2020-08-01,25.3,24.3,26.9,39.1,82
2020-08-02,24.9,23.5,26.4,31.4,90
2020-08-03,25,23.9,26.3,102.6,89
2020-08-04,27,25,29.4,3.9,77
2020-08-05,26.5,25.5,29.1,18.5,81
2020-08-06,24.1,22.9,26,75.7,83
2020-08-07,24.3,22.6,26.1,0,71
2020-08-08,24.2,22.7,26.1,19.1,77
2020-08-09,24.9,23.7,25.8,50.3,89
2020-08-10,26.5,24.7,29.5,44.6,78
2020-08-11,24.6,22.4,27.3,97,79
2020-08-12,27.2,23.5,31.3,,68
2020-08-13,28,26.3,30.3,,74
2020-08-14,27.1,26.5,28,0.4,81
2020-08-15,26.1,25,27,69,92
2020-08-16,27.4,25.3,30.8,,66
2020-08-17,28.2,26.1,32.2,,61
2020-08-18,27.5,24,31.9,,56
2020-08-19,27.1,23.6,31.4,,61
2020-08-20,27.7,25,31.7,,58
2020-08-21,26.6,25.2,29.2,2.5,75
2020-08-22,24.3,21.7,27.6,42.6,78
2020-08-23,25.3,21.5,29.9,,59
2020-08-24,27.8,23.7,32,,54
2020-08-25,29.9,26,34.5,,49
2020-08-26,30.2,27,34.5,0.6,53
2020-08-27,27.1,25.6,28.6,8.7,70
2020-08-28,27.3,26,29.7,13.6,77
2020-08-29,26.8,25.5,29,13.6,77
2020-08-30,26.8,24.4,30.6,42.5,74
2020-08-31,26.4,23.8,30,0,67
2020-09-01,26.6,23.8,29.5,0,62
2020-09-02,24.3,22.6,26.4,33.3,79
2020-09-03,22.7,20,25.6,29.8,63
2020-09-04,23.3,19.9,27.5,,39
2020-09-05,23.3,19.2,27.3,,53
2020-09-06,21.7,19.5,24.4,6.4,62
2020-09-07,19.2,17.5,20.6,61,84
2020-09-08,23.4,20.6,26.5,0,50
2020-09-09,21.1,19,25.3,1.3,65
2020-09-10,22.8,18.8,27,3.9,49
2020-09-11,22.4,19.2,27.1,1.2,47
2020-09-12,20.2,18.1,23.2,5.7,74
2020-09-13,21.5,16.7,26.6,,52
2020-09-14,21.3,17.6,24.9,0,62
2020-09-15,23,18.9,27.7,,50
2020-09-16,22.5,21.3,24.9,0.3,70
2020-09-17,21.3,20.1,23.6,,47
2020-09-18,21.5,18.1,25.8,,35
2020-09-19,21.2,17.6,26.2,0.3,27
2020-09-20,19.7,15.6,24.9,,33
2020-09-21,19.1,13.6,25.3,,33
2020-09-22,20.2,15.5,25.6,,35
2020-09-23,19.2,15.2,23.8,,50
2020-09-24,20.6,16.8,25.4,,49
2020-09-25,20.1,16.6,25.4,,49
2020-09-26,19.3,14.8,24.8,,45
2020-09-27,20.4,14.9,25.8,,43
2020-09-28,20.7,15.7,26.5,,40
2020-09-29,19.6,15.3,23.9,,43
2020-09-30,19.6,16.2,25.7,38.3,48
2020-10-01,18.8,15.6,23.6,,58
2020-10-02,19.2,16.3,21.9,0,63
2020-10-03,19.9,18.3,23.2,0,46
2020-10-04,16.6,10.6,21.8,0,42
2020-10-05,13.3,8.5,18.4,,40
2020-10-06,14.2,9.3,19.7,,34
2020-10-07,16,9.9,22,,24
2020-10-08,17.2,12.1,23.1,,35
2020-10-09,17.2,12.4,23.3,,42
2020-10-10,16.9,12.3,21.5,,41
2020-10-11,16.9,12.7,20.8,,52
2020-10-12,16.2,12.1,21.3,,48
2020-10-13,13.6,8.6,18.4,,30
2020-10-14,12.8,8.5,18,,20
2020-10-15,11.7,6.5,18.5,,27
2020-10-16,11.8,8.6,15.4,,48
2020-10-17,13.1,8.7,18.6,,26
2020-10-18,13.6,7.2,20.2,,40
2020-10-19,15.1,9.8,21.3,,38
2020-10-20,15.2,9.9,21.7,,38
2020-10-21,14.1,11.8,17.3,,58
2020-10-22,13.5,8.4,18.2,0,40
2020-10-23,8.6,5.4,13.3,,34
2020-10-24,8.7,3.2,14,,27
2020-10-25,11.8,5.4,18.2,,29
2020-10-26,12.9,8,19,,42
2020-10-27,14,9,19.4,,39
2020-10-28,13.8,8.6,18.2,,23
2020-10-29,10.8,5.5,16.1,,24
2020-10-30,11.9,5.8,19.6,,22
2020-10-31,13.6,8.5,18.2,,51
2020-11-01,13.7,11.6,15,13.6,56
2020-11-02,10.8,7.9,15.6,1.7,24
2020-11-03,5.1,2.7,8.6,0.5,33
2020-11-04,4.9,0.2,10.8,,20
2020-11-05,9.6,3.4,15.9,,41
2020-11-06,13.5,9.9,17.2,,49
2020-11-07,14.6,12.2,18.1,0.1,38
2020-11-08,8.5,3.1,12.4,,18
2020-11-09,5.5,0.7,8.9,,23
2020-11-10,7.7,3.5,12.9,,34
2020-11-11,9.3,3.5,16.5,,31
2020-11-12,10.4,4.6,17.7,,30
2020-11-13,12.2,8.5,17.6,,44
2020-11-14,12.5,6.8,19.3,,38
2020-11-15,11.1,8.2,14.9,,61
2020-11-16,12.4,7.5,18.3,,45
2020-11-17,15.9,11.7,20,0.1,52
2020-11-18,16.6,14.8,18.7,12.2,77
2020-11-19,13.6,6.9,19.1,86.9,78
2020-11-20,2.8,0.3,7,0,68
2020-11-21,6.5,-0.3,12.8,0.2,48
2020-11-22,5.6,1.5,9.1,4.8,66
2020-11-23,1.7,-1.5,5.9,,36
2020-11-24,2.9,0.2,6.4,,39
2020-11-25,4.6,0,9.5,,45
2020-11-26,5.6,1.9,10.9,,42
2020-11-27,4.1,0.6,7.7,0,44
2020-11-28,-0.1,-2.3,2.8,,30
2020-11-29,-0.6,-3.6,2.6,,52
2020-11-30,-0.2,-3.6,4.3,,38
2020-12-01,1.1,-3.6,6.7,,24
2020-12-02,2.4,0.5,6.1,,25
2020-12-03,0.7,-2.3,4.2,,36
2020-12-04,-0.6,-4.6,4.4,,30
2020-12-05,2.1,-2.2,6.6,,51
2020-12-06,4.5,1.2,9.1,,46
2020-12-07,3.4,-0.7,6.3,,37
2020-12-08,-0.5,-3.5,4.1,,28
2020-12-09,1.5,-4.1,6.2,,35
2020-12-10,5.8,3.2,9.3,0,57
2020-12-11,5.3,2.6,9.4,,57
2020-12-12,2.3,-0.3,6.1,,32
2020-12-13,-1.1,-6,2,2.9,52
2020-12-14,-7.7,-9.7,-5,,31
2020-12-15,-8.3,-11.1,-4.6,,28
2020-12-16,-8.3,-11.2,-3.9,,29
2020-12-17,-4.9,-11.1,0.8,0,24
2020-12-18,-2.1,-6.4,1.8,0.2,34
2020-12-19,-5.1,-9.6,-1.2,,26
2020-12-20,-3.7,-8.2,1.1,,29
2020-12-21,-1,-6,4.7,,40
2020-12-22,2,-2.5,7.2,,42
2020-12-23,4.5,-0.4,8.5,0,62
2020-12-24,2.6,-2,6.1,,35
2020-12-25,-0.8,-4.7,3.5,,34
2020-12-26,2.2,-2.1,8,,49
2020-12-27,5.8,1.4,10,0,48
2020-12-28,6.7,4.2,11.4,1.3,45
2020-12-29,0.1,-6.2,4.3,0.2,40
2020-12-30,-10.9,-12.9,-6.2,,41
2020-12-31,-8.9,-12.9,-5,0,42
