일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2013-06-17,22.3,19.9,25.8,0.5,57
2013-06-18,21.7,20.5,23.1,12,85
2013-06-19,24.3,20.6,29.6,0.1,46
2013-06-20,25.8,20.9,31.1,,39
2013-06-21,26.6,22.9,31.8,,36
2013-06-22,25.1,22.7,29.6,,46
2013-06-23,22.9,20.6,26.2,0.3,44
2013-06-24,23.5,19.6,29.4,,38
2013-06-25,25.1,21,29.8,,43
2013-06-26,24.5,21.1,29.7,0,44
2013-06-27,25.1,20.4,31.8,,35
2013-06-28,25.5,21.5,30.6,1.5,37
2013-06-29,27.2,21.8,32.6,,34
2013-06-30,27.7,23.4,31.9,0.2,41
2013-07-01,27.1,23.9,31.3,,40
2013-07-02,24.3,21.5,27.9,51.5,68
2013-07-03,25.2,20.5,30.7,,45
2013-07-04,24.9,23.1,27.6,32.5,74
2013-07-05,25.6,22.1,30.2,1,51
2013-07-06,25.2,21.6,30.6,,48
2013-07-07,24.9,22.4,29.5,3,55
2013-07-08,24.3,22.3,26.3,68,81
2013-07-09,24.5,23.5,26.2,6.5,80
2013-07-10,25.3,24.6,26.1,1,78
2013-07-11,24.6,23.8,25.1,14,82
2013-07-12,23.6,23.2,24.3,74,82
2013-07-13,24.2,22.2,25.6,165,81
2013-07-14,24.1,23.1,25.4,23,87
2013-07-15,26.5,23.6,29.1,3.5,62
2013-07-16,26.9,25.2,28.8,1.5,59
2013-07-17,24.2,23.5,25.7,18.5,78
2013-07-18,25.1,23.8,27.7,26.5,69
2013-07-19,26.8,23.3,30.5,,55
2013-07-20,27,25.3,30.3,1,51
2013-07-21,26.8,25.6,28.4,0.5,71
2013-07-22,26.4,24.1,29.4,84.5,63
2013-07-23,25.7,24.7,26.4,56.5,77
2013-07-24,24.7,23.2,27.6,11.5,55
2013-07-25,26,22.9,30.2,0,48
2013-07-26,26.5,23.1,31.1,,47
2013-07-27,26.2,23.1,31.2,0.2,45
2013-07-28,25.3,23.9,26.7,11,68
2013-07-29,26.5,24.4,29.6,3.5,64
2013-07-30,26.3,24,29.9,9.5,49
2013-07-31,26.4,24.7,29,8.5,57
2013-08-01,28,24.5,32.1,,44
2013-08-02,27.4,25.2,29.3,7.5,71
2013-08-03,28.9,26.7,32.6,0.1,50
2013-08-04,28.3,26.4,31.3,4.5,59
2013-08-05,27.7,26.4,30.1,7,62
2013-08-06,26.4,23,27.6,45,65
2013-08-07,28.7,25,32.1,,59
2013-08-08,29.3,27.3,32.8,,59
2013-08-09,29.2,27.9,30.8,0,73
2013-08-10,28,25.8,29.4,2,70
2013-08-11,28.7,24.2,33.2,,44
2013-08-12,29.3,27.1,32.6,,49
2013-08-13,29,26.6,32.9,,43
2013-08-14,28.6,26.2,32,,46
2013-08-15,28.7,25.8,32.4,0,52
2013-08-16,28.7,26.1,31.7,4.5,50
2013-08-17,28.7,27.1,31.6,,52
2013-08-18,28.3,26,31.5,13,49
2013-08-19,28.2,25.7,32.3,6,35
2013-08-20,27.4,23,32.3,,38
2013-08-21,28.8,24.2,33.9,,31
2013-08-22,29.3,26.3,32.3,0,38
2013-08-23,25.7,23.7,28.7,35,61
2013-08-24,26.6,21.9,31.5,,30
2013-08-25,27.1,22,32.1,,28
2013-08-26,27,22.8,31.6,,30
2013-08-27,25.6,22.5,29.3,,41
2013-08-28,26.4,22.7,30.8,,32
2013-08-29,25.5,24.5,26.7,21.5,61
2013-08-30,25.1,22.3,28.3,,47
2013-08-31,24,21.1,27.9,2.5,48
2013-09-01,23.5,19.8,28.2,,31
2013-09-02,22.4,17.3,26.9,,26
2013-09-03,21.7,16.4,26.8,,19
2013-09-04,22,16.4,27.5,,28
2013-09-05,21.2,17.9,24.1,0,42
2013-09-06,20.8,19,23.1,0,49
2013-09-07,21.9,17.9,26.9,,38
2013-09-08,22.9,18.4,27.9,,33
2013-09-09,23,19.8,26.5,,40
2013-09-10,22,19.1,25.2,11.5,55
2013-09-11,20.1,19.1,20.9,36.5,85
2013-09-12,23,20.3,26.3,0.5,60
2013-09-13,22.9,20.9,25.2,50,78
2013-09-14,23.1,21.5,25.3,11.5,63
2013-09-15,23.4,20.3,28.2,,27
2013-09-16,20.9,15.2,27,,25
2013-09-17,22.6,17,29.3,,24
2013-09-18,24.4,17.5,31.1,,32
2013-09-19,24.7,20.5,30.2,,34
2013-09-20,23.4,20.1,28,,49
2013-09-21,23.8,19.9,27.8,,45
2013-09-22,23.1,20.4,27.2,0,44
2013-09-23,23.8,18.6,29,,40
2013-09-24,22,20,23.9,4.5,68
2013-09-25,19.5,15.3,24.2,,29
2013-09-26,17.3,12.7,22.5,,16
2013-09-27,17.9,10.9,24,,30
2013-09-28,17.4,15.2,19.9,4,49
2013-09-29,17.2,14.7,19.7,19,78
2013-09-30,20.7,18,25.5,1,52
2013-10-01,21.6,17.2,27.2,,44
2013-10-02,19.4,15,22.8,,33
2013-10-03,16.3,11,21.3,,25
2013-10-04,17.4,10.7,25.1,,28
2013-10-05,20,12.6,28.1,,19
2013-10-06,20.8,15.4,25.7,0,42
2013-10-07,22.8,19.8,26.9,,51
2013-10-08,20,18,21.8,3,75
2013-10-09,20.5,15.5,26.4,,38
2013-10-10,21.1,15.9,26.4,,48
2013-10-11,18.1,14.1,20.7,6.5,38
2013-10-12,16.4,11,21.5,,25
2013-10-13,17.3,12.2,23.4,,32
2013-10-14,18.3,13.3,24.4,,37
2013-10-15,12,7.7,17.4,3.5,68
2013-10-16,11.2,6.1,16.8,,28
2013-10-17,12.4,6.8,18.9,,24
2013-10-18,13.6,8.1,20.2,,31
2013-10-19,14.6,9.8,19.5,,40
2013-10-20,16.7,11.7,22.9,,33
2013-10-21,16.2,12,22.2,,31
2013-10-22,15.9,11.3,21.7,,32
2013-10-23,16.2,12.2,22.1,,32
2013-10-24,13.1,7.8,18.5,,21
2013-10-25,9.3,5.3,14.5,,27
2013-10-26,10,4.3,15.7,,31
2013-10-27,11.4,5.1,18,,30
2013-10-28,11.6,6.7,16.7,,41
2013-10-29,12.7,9.5,16.5,0.5,51
2013-10-30,10.5,6.4,16.2,,37
2013-10-31,11.7,5.5,18.8,,30
2013-11-01,14.8,8.6,20.7,,32
2013-11-02,11.6,8.6,14.9,7.5,61
2013-11-03,11.9,7.8,16.7,0,54
2013-11-04,12.6,9.2,17.6,,48
2013-11-05,12.3,7.5,18.5,,32
2013-11-06,12.2,9,15.9,1,63
2013-11-07,12.2,7.5,15.8,0.1,27
2013-11-08,9,4,14.5,,18
2013-11-09,11.6,9.2,15.5,5.5,38
2013-11-10,5.5,2.1,10.4,0,27
2013-11-11,2.6,-1.4,7.5,,21
2013-11-12,3.4,-1.1,8.5,,21
2013-11-13,4.8,-0.9,11.4,,20
2013-11-14,6.7,3.1,9.9,1,40
2013-11-15,8.2,5.8,12.4,2,52
2013-11-16,7,2.4,12,2,43
2013-11-17,5.2,2.2,7.6,1,28
2013-11-18,1.1,-1.5,4.2,0,36
2013-11-19,1.1,-1.7,3.8,0,45
2013-11-20,1.5,-1.9,5.9,,27
2013-11-21,2.6,-1.4,7.3,,32
2013-11-22,4.6,-0.7,10.5,,34
2013-11-23,7.1,2.2,12.5,,31
2013-11-24,7.3,4.4,10.6,14,52
2013-11-25,4.7,-0.1,10.2,9.5,44
2013-11-26,2.1,-2.4,5.8,1.5,39
2013-11-27,0,-4.3,4.7,1.7,42
2013-11-28,-3.8,-6.4,-0.9,,37
2013-11-29,-0.7,-5.4,4.8,0,31
2013-11-30,5.3,-1.1,10.6,,38
2013-12-01,4.5,1.4,8.6,,28
2013-12-02,3.9,0.1,6.6,0,56
2013-12-03,6.7,4.5,9.9,,33
2013-12-04,5.5,2.1,9.6,,49
2013-12-05,5.5,2.1,9,,56
2013-12-06,3,-0.7,7,0,20
2013-12-07,6.2,3.8,11,0.1,31
2013-12-08,4.2,2.5,6.5,0,63
2013-12-09,3.8,1.9,5.2,14,70
2013-12-10,0.3,-2.2,3.5,,36
2013-12-11,-1.7,-4.3,0.2,2.6,44
2013-12-12,-3.2,-6.3,0.3,4.1,53
2013-12-13,-6.8,-8.9,-4.3,,31
2013-12-14,-4.9,-8.5,-1.4,1.1,41
2013-12-15,-4.4,-8,0.7,,27
2013-12-16,-3.6,-7.3,0.5,,34
2013-12-17,-0.3,-5.5,4.7,,27
2013-12-18,2.2,-0.9,6.5,0.8,45
2013-12-19,-3.5,-6.5,-0.9,0.3,41
2013-12-20,-4,-8.1,-0.1,0,40
2013-12-21,-3.1,-6.3,0.9,,41
2013-12-22,-2.1,-6.8,3.1,,36
2013-12-23,-1.1,-3.7,2.3,,39
2013-12-24,-1.6,-5.9,4,,35
2013-12-25,-0.5,-4.4,3.7,,43
2013-12-26,-0.5,-4,2.7,1.6,47
2013-12-27,-6.8,-9.3,-3.7,,34
2013-12-28,-6.5,-9.8,-2.7,,34
2013-12-29,-2.9,-8,1.6,0.1,30
2013-12-30,2.2,-1.9,6.3,,38
2013-12-31,3.8,0.5,8,,28
