일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2011-04-23,9.7,6.1,14.2,,31
2011-04-24,9.7,6.1,13.9,,24
2011-04-25,11.3,7.2,15.7,0,33
2011-04-26,10.5,9.1,11.4,2.5,64
2011-04-27,11.4,8.7,14.2,5,52
2011-04-28,10.4,7.3,15.3,0,30
2011-04-29,13.2,7.3,18.4,4,21
2011-04-30,13,10.6,14.6,69,80
2011-05-01,12.5,9.9,15.7,0,53
2011-05-02,14.2,8.5,20.7,,29
2011-05-03,15.3,11.9,20.6,,21
2011-05-04,15.9,10.6,21.8,,19
2011-05-05,17.5,12.7,23.7,,22
2011-05-06,15.4,13.2,17.9,0.5,34
2011-05-07,14.5,11.5,21.8,3.5,38
2011-05-08,17.3,10.3,24.1,,15
2011-05-09,17.6,14.6,22,4,41
2011-05-10,16.5,14.5,18.5,6.5,75
2011-05-11,17.2,14.4,21.1,14,56
2011-05-12,15.7,11.5,20.2,0,33
2011-05-13,14.6,10.3,20.6,,31
2011-05-14,17.2,12.1,22.9,,18
2011-05-15,17.2,13,22.9,,21
2011-05-16,16.4,10.9,22.2,,21
2011-05-17,17.5,11.6,22.8,,19
2011-05-18,20.5,13.8,25.4,0,31
2011-05-19,20.7,18.8,23.6,0.4,43
2011-05-20,17.5,15.6,20.5,15,67
2011-05-21,14.5,12.6,17.7,2,63
2011-05-22,17.3,10.7,23.3,,19
2011-05-23,19.5,15.3,25.9,,17
2011-05-24,21.5,14.1,28,,20
2011-05-25,22.7,16.7,28.2,,23
2011-05-26,20.7,17.9,24,0,29
2011-05-27,20.1,15.6,24.5,,35
2011-05-28,22.4,15.7,28.9,,21
2011-05-29,24.4,18.4,31.2,,22
2011-05-30,22.7,18.6,28.1,,21
2011-05-31,18.7,15.4,23.7,7.5,40
2011-06-01,18,14.7,21.6,21.5,57
2011-06-02,19,15.1,24.7,,47
2011-06-03,19,14.4,24.8,,25
2011-06-04,18.7,15.8,24.6,0.5,47
2011-06-05,20.4,16.1,27.1,,35
2011-06-06,20.9,15.3,26.9,,29
2011-06-07,20.9,15.9,26.6,0,24
2011-06-08,22,18.2,27.5,1.5,39
2011-06-09,19.4,17.5,22,0,63
2011-06-10,21.4,17.8,24.3,0,55
2011-06-11,24,20.6,29.2,0,33
2011-06-12,23.4,19,30.2,0,27
2011-06-13,21,16.6,26.9,0.5,46
2011-06-14,22.8,16.8,29.5,,30
2011-06-15,25.2,19.1,31.9,1,25
2011-06-16,26.5,20.3,32,,19
2011-06-17,24.9,22.1,31.3,0,19
2011-06-18,24.5,20.8,28.9,,36
2011-06-19,26.6,20.7,32.9,,24
2011-06-20,26.6,22.7,32,,33
2011-06-21,24.1,19.4,29.6,,35
2011-06-22,22.7,20.9,24.9,16,66
2011-06-23,22,21.2,23.3,41,89
2011-06-24,19.7,18.6,21.6,10.5,79
2011-06-25,18.3,17.5,20,37,74
2011-06-26,19.2,17.2,21.6,40,67
2011-06-27,19.2,18.3,20.5,11.5,81
2011-06-28,24.1,18.2,29.7,0.5,38
2011-06-29,21,19.7,23.3,177,81
2011-06-30,23.8,21,27.9,46,64
2011-07-01,25.1,22.2,28.6,,62
2011-07-02,24.7,22.7,26.8,0,76
2011-07-03,22.6,20.7,24.8,115,83
2011-07-04,22.5,18.9,28,,51
2011-07-05,24.3,19,30.7,,36
2011-07-06,25.6,20.4,31.2,,31
2011-07-07,22.9,20.9,25.3,42.5,67
2011-07-08,22.4,20.6,24.6,13,69
2011-07-09,23.6,20.8,27.8,15,63
2011-07-10,24.2,21.4,28.4,6,63
2011-07-11,21.2,19.9,22.1,42.5,84
2011-07-12,22.8,20.9,25.6,51.5,73
2011-07-13,24.3,22.5,26.2,29,75
2011-07-14,23.6,22.3,24.6,38,85
2011-07-15,23.4,21.6,26,15,81
2011-07-16,22.8,21.2,25.3,54.5,80
2011-07-17,25.1,22.2,29.1,1,64
2011-07-18,28.7,24.4,34.1,,42
2011-07-19,28.5,24.7,32.7,,44
2011-07-20,27.6,23.6,32.6,,30
2011-07-21,27.1,22.3,32.2,,33
2011-07-22,24.1,21.4,26.6,1.5,44
2011-07-23,25.4,22.9,29.7,3,56
2011-07-24,24.8,22.8,27.9,8,62
2011-07-25,24.9,23.2,27.9,27.5,69
2011-07-26,24.8,21.1,29.3,171,61
2011-07-27,24,22.3,26.2,301.5,83
2011-07-28,24.7,22.8,26.3,115,74
2011-07-29,26.2,23.9,30.2,7.5,61
2011-07-30,27.2,24.4,30.5,0,58
2011-07-31,24.7,23.2,26.6,73,75
2011-08-01,25.6,23.3,29.2,0.5,66
2011-08-02,26.1,24.4,30.1,0.5,63
2011-08-03,25.4,23.7,28.1,41.5,67
2011-08-04,25.4,23.7,28,10,71
2011-08-05,28.9,23.4,34.1,,40
2011-08-06,28.5,26.1,32.7,1.5,49
2011-08-07,28.7,24.9,33,4.5,48
2011-08-08,24.7,23.6,27.7,39.5,66
2011-08-09,26,24.4,28.7,0,60
2011-08-10,25.8,23.2,28.9,0.3,66
2011-08-11,26.6,24.5,29.9,0,63
2011-08-12,25.3,24.1,26.3,19.5,79
2011-08-13,25.3,23.9,26.6,6.5,72
2011-08-14,25,23.9,26.8,9.5,79
2011-08-15,24.5,22.9,26.9,0.5,74
2011-08-16,25,23.6,26.2,16,80
2011-08-17,23.7,22.8,24.6,4,86
2011-08-18,25.2,21.5,30.2,0,55
2011-08-19,24.4,21.7,29.2,,51
2011-08-20,23.1,20.3,27,0.5,59
2011-08-21,24.4,18.7,31,,33
2011-08-22,23.5,19.8,29.6,3.5,43
2011-08-23,24.3,18.1,30.5,,32
2011-08-24,24.8,21.2,28.6,,43
2011-08-25,25.7,21,30.5,,37
2011-08-26,26.4,23.2,30.3,,45
2011-08-27,27.6,23.5,31.2,,45
2011-08-28,27.3,24.3,32,,43
2011-08-29,26.8,24.5,29.9,,60
2011-08-30,27.1,24.2,32.4,8.5,40
2011-08-31,27.9,23.6,32.8,,30
2011-09-01,27,22.9,31.1,,42
2011-09-02,26.9,22.9,32.4,,35
2011-09-03,25.1,20.3,30.7,,34
2011-09-04,23.7,19.4,30.2,,33
2011-09-05,23.8,19.5,28.5,,34
2011-09-06,23.4,18.8,28.7,,25
2011-09-07,22.6,17.5,27.3,,33
2011-09-08,22.3,20.4,25.8,0,31
2011-09-09,19.9,19,20.7,2.5,63
2011-09-10,21.5,18,26.4,,47
2011-09-11,21.2,19.5,22.5,0,62
2011-09-12,23.3,20,27,0,52
2011-09-13,25,20.9,30.9,,30
2011-09-14,24.4,22.8,28.1,,53
2011-09-15,25.7,21.2,31.3,,40
2011-09-16,25.6,21.7,31.2,,39
2011-09-17,25.8,21.6,31,0,46
2011-09-18,21,17.5,26.4,0.5,43
2011-09-19,16.8,14.5,18.2,0.1,47
2011-09-20,17.7,13.4,23.2,,30
2011-09-21,18.1,12.4,24,,28
2011-09-22,18.1,11.9,24.6,,23
2011-09-23,19.5,13.5,26,,21
2011-09-24,19.6,14.4,25.9,,27
2011-09-25,20,14.6,26.6,,32
2011-09-26,21.2,14.8,27.7,,25
2011-09-27,21.8,15.4,29.2,,13
2011-09-28,19.8,16.6,23.5,,43
2011-09-29,16.9,15.5,19.5,22.5,62
2011-09-30,14.8,10.3,18.6,,26
2011-10-01,12.7,7.7,17.6,,28
2011-10-02,13.3,9.6,18.1,,21
2011-10-03,13.8,7.3,20.8,,20
2011-10-04,14.9,8.4,21.2,,25
2011-10-05,16.4,12.7,22,,26
2011-10-06,16.5,12.7,20.2,,24
2011-10-07,15.4,10.5,21.2,,30
2011-10-08,16.2,10.4,22.5,,25
2011-10-09,16.6,11.9,22.5,,35
2011-10-10,16.9,12.4,21.8,,42
2011-10-11,16.5,12.4,22.4,,17
2011-10-12,14.7,10.7,18.7,,41
2011-10-13,16.6,10.7,23.4,,25
2011-10-14,14.4,12.7,15.7,5,58
2011-10-15,13,11.4,16.9,20,67
2011-10-16,14.8,11.1,20.1,0.5,35
2011-10-17,11.2,7,14.8,,15
2011-10-18,9.4,3.9,15.4,,19
2011-10-19,12.8,4.6,20.4,,20
2011-10-20,15.5,11,20.9,,35
2011-10-21,17.3,13.1,21,,40
2011-10-22,17.1,14.4,21.7,,40
2011-10-23,16.5,11.8,22.1,0,39
2011-10-24,12.3,7.1,15.3,1.5,42
2011-10-25,7.6,3.7,12.1,,20
2011-10-26,9.5,3.1,15.3,,24
2011-10-27,12.7,6.6,19.5,,22
2011-10-28,14.5,11,19.8,,27
2011-10-29,12,10.2,13.5,5,53
2011-10-30,14.8,10.7,20.8,,29
2011-10-31,15,8.5,22.1,,19
2011-11-01,16.1,9.9,22.6,,32
2011-11-02,16.2,13.4,21.5,,21
2011-11-03,16.8,10,24.3,,33
2011-11-04,18.4,15.4,22.5,1,54
2011-11-05,19.9,16.4,25.9,0.1,45
2011-11-06,14.6,12.9,19.3,12,57
2011-11-07,15.1,12.5,18.8,,48
2011-11-08,14.9,11.1,19.6,,46
2011-11-09,14.5,12.5,18.4,,46
2011-11-10,14.1,10.9,17,,43
2011-11-11,12.5,11,14.7,1,46
2011-11-12,12,9.1,15.8,,43
2011-11-13,11.3,6,15.8,,21
2011-11-14,6.4,3.4,11,,21
2011-11-15,7.2,3.4,11.6,,31
2011-11-16,10.9,5.8,15.7,,28
2011-11-17,13.6,10.5,16.3,0,37
2011-11-18,14.2,11.9,16.1,6,53
2011-11-19,10.6,3.5,15.5,0.2,47
2011-11-20,0.4,-2.2,3.7,,23
2011-11-21,1.6,-2.6,6.3,,14
2011-11-22,5.6,1.9,7.9,0.1,43
2011-11-23,2.8,-2.1,7.4,4.5,50
2011-11-24,-1.6,-5.5,2,,25
2011-11-25,2.8,-0.5,7.2,0,35
2011-11-26,5.6,1.8,8.8,0,52
2011-11-27,13.5,8.7,15.3,0,55
2011-11-28,14.6,13.6,17,0.3,69
2011-11-29,11.3,9.2,13.6,1,74
2011-11-30,4.7,3,9.2,30,67
2011-12-01,5.8,4.3,9,,42
2011-12-02,5.5,2.5,7.5,1.5,48
2011-12-03,5.3,3.7,9.1,3.5,50
2011-12-04,2.5,-0.3,6.3,,27
2011-12-05,1.5,-2.1,5.9,,18
2011-12-06,3.9,1.2,7.7,,18
2011-12-07,4,2.3,5.7,,45
2011-12-08,0.1,-3.7,3.7,,41
2011-12-09,-2.7,-4.4,0.1,0,33
2011-12-10,-1.7,-4.9,1.4,0,36
2011-12-11,2.8,-1.7,6.3,0,39
2011-12-12,3.5,-0.1,6.4,0,32
2011-12-13,1.5,-3.1,7.4,,23
2011-12-14,2.4,-1.1,7.2,0,44
2011-12-15,-3.9,-5.8,-0.9,,22
2011-12-16,-7.1,-9.8,-3.5,,29
2011-12-17,-5.8,-10.6,-1.6,,30
2011-12-18,-2.4,-5,1.4,0,28
2011-12-19,-2.4,-6.7,1.9,,22
2011-12-20,-0.3,-5.1,3.8,,28
2011-12-21,1.9,-0.7,5.2,0.7,45
2011-12-22,-5.5,-8.7,1.1,,16
2011-12-23,-5.4,-10.1,-1.1,0.6,15
2011-12-24,-5.2,-7.8,-3,0.5,28
2011-12-25,-7.1,-9.5,-3.5,,23
2011-12-26,-7.1,-10.1,-3.5,,18
2011-12-27,-4,-8.8,1.2,,23
2011-12-28,-0.5,-4.1,2.2,0.3,40
2011-12-29,-1.7,-4.8,1.7,,38
2011-12-30,-3,-6.4,1.9,,34
2011-12-31,-1.9,-6,1.4,,47
