일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2006-10-16,19.7,15.6,25.6,,45
2006-10-17,18.9,16,21.7,,61
2006-10-18,19.4,16.7,23.2,0.2,53
2006-10-19,19.5,17.7,21.8,,63
2006-10-20,19.1,16,23.5,0.5,44
2006-10-21,18.7,14.8,24,,41
2006-10-22,16.5,15.1,18.7,21.5,68
2006-10-23,12,10.5,15.6,8,48
2006-10-24,13.2,9.5,18.3,,30
2006-10-25,13.5,9.3,17.2,,40
2006-10-26,15,12.1,18.8,,44
2006-10-27,13.6,10.3,17.8,,41
2006-10-28,14.7,9.5,19.5,,50
2006-10-29,15.3,11.8,19.5,,24
2006-10-30,13.9,7.9,19.8,,21
2006-10-31,14.8,10.1,19.7,,36
2006-11-01,15.6,12.6,19.8,,50
2006-11-02,14.5,11.8,18.3,,36
2006-11-03,14.8,9.6,20.2,1.5,47
2006-11-04,16,12.1,19.3,,46
2006-11-05,13.3,8.3,17.7,7,25
2006-11-06,4.6,-0.1,8.8,17,43
2006-11-07,3.5,-1.3,8.1,,36
2006-11-08,13,5.5,17.1,0,60
2006-11-09,13.8,8.6,17.2,2.5,15
2006-11-10,8.4,5.1,12.6,,14
2006-11-11,5.3,2,9.3,,19
2006-11-12,5.8,0.6,11.3,,18
2006-11-13,9.1,4.5,13.6,3,54
2006-11-14,5.6,2.5,8.6,0,22
2006-11-15,5.6,1.8,10.5,3.5,34
2006-11-16,3.4,-0.4,7,,22
2006-11-17,5.5,0.5,10.1,,32
2006-11-18,7.2,2.5,13.1,,29
2006-11-19,8.8,3.5,13.6,,34
2006-11-20,8.6,4.6,13.1,,31
2006-11-21,8.4,5.4,11.1,0.1,65
2006-11-22,7.1,5,10.1,,26
2006-11-23,7.9,6,11.3,,39
2006-11-24,7.3,4.8,12.6,,34
2006-11-25,9.1,4,16.2,,36
2006-11-26,11.3,8.3,13.8,,41
2006-11-27,8.1,5.8,12,12,59
2006-11-28,5.1,2.5,7,0.5,58
2006-11-29,2,0,5,,28
2006-11-30,1.8,-0.6,3.5,0.5,50
2006-12-01,3.1,0.8,5.9,0.3,49
2006-12-02,-2.8,-6.1,3,,37
2006-12-03,-4.5,-8.5,-0.8,,24
2006-12-04,-1.4,-5.4,2.5,,23
2006-12-05,2.4,-0.4,6.6,,49
2006-12-06,3.2,-0.6,6.9,,54
2006-12-07,5,3.5,7.4,1,40
2006-12-08,6.6,4,9.1,2.5,50
2006-12-09,2.5,-1.2,5.9,2.5,52
2006-12-10,-0.4,-3.5,3.7,,26
2006-12-11,1.8,-2,6,,37
2006-12-12,5.2,1.2,9.5,,43
2006-12-13,5.7,3.5,9.8,,33
2006-12-14,3.3,1.1,6.1,,26
2006-12-15,3.2,0.6,6.4,2.5,57
2006-12-16,2.4,-0.2,4.8,3,30
2006-12-17,-1,-3.9,1.6,5.5,65
2006-12-18,-2.4,-5.4,1.1,,16
2006-12-19,0.8,-4.1,5,,40
2006-12-20,4.1,1.7,8.1,,49
2006-12-21,3.6,0.1,8.1,,33
2006-12-22,4.1,2,7.3,0,53
2006-12-23,2.5,-0.8,7,,36
2006-12-24,2.4,-1.7,7.3,,32
2006-12-25,5.8,0.4,12.6,,44
2006-12-26,7.1,2.5,12.6,,46
2006-12-27,0.9,-4.3,5.6,,41
2006-12-28,-8.4,-11.3,-4.3,,29
2006-12-29,-8.1,-12.3,-3.7,,23
2006-12-30,-3.6,-8.8,-0.1,,26
2006-12-31,0.7,-4.4,6.1,,18
