일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2009-02-23,6.2,-0.2,11.9,,32
2009-02-24,7.6,6.2,10.2,0.2,58
2009-02-25,2.8,-0.8,6.4,0,27
2009-02-26,2.4,-2.5,7.3,,16
2009-02-27,3.9,-1,8.6,,12
2009-02-28,5.2,0.9,10.2,,13
2009-03-01,3.3,-1.6,8.6,,18
2009-03-02,3.6,-2.8,8.6,,21
2009-03-03,2.7,0.6,5.1,6.5,37
2009-03-04,3.7,-0.3,8.9,,35
2009-03-05,5.2,3.2,7.6,9,53
2009-03-06,1.6,-1.9,4,,19
2009-03-07,1.7,-3,6.4,,35
2009-03-08,5.1,-0.2,11.1,,13
2009-03-09,5.9,2.7,11.1,,42
2009-03-10,3.4,-0.5,8.6,,15
2009-03-11,4.5,0.3,9.9,,15
2009-03-12,7.9,2.9,13.5,3.5,13
2009-03-13,2.7,-3,6.3,19.5,33
2009-03-14,0.2,-3.3,4.3,,25
2009-03-15,5.1,-1.3,8.8,,45
2009-03-16,8.7,5.8,13.1,,60
2009-03-17,12.3,4.7,18.8,,25
2009-03-18,16.3,14,18.8,,63
2009-03-19,14.1,9.9,17.3,0.4,71
2009-03-20,12.2,6.3,19.3,,17
2009-03-21,14.3,8.5,22.2,10.5,16
2009-03-22,10,4.6,13.5,8.5,43
2009-03-23,4.5,0.5,9.6,,20
2009-03-24,1.9,-0.1,5.5,,17
2009-03-25,2.4,-2,5.5,,22
2009-03-26,4.7,2.1,9.2,6,27
2009-03-27,3.8,0.1,8.4,,19
2009-03-28,4.5,0.2,10.1,,16
2009-03-29,6.7,0.6,12.1,,16
2009-03-30,7.3,3.9,11.2,,22
2009-03-31,6.1,3.5,9.9,0,24
2009-04-01,5.9,2.2,10,,33
2009-04-02,7.6,2.6,14.2,,25
2009-04-03,8.2,5.3,12.8,,31
2009-04-04,8.7,6,12.7,,48
2009-04-05,9.8,5.7,15.8,,34
2009-04-06,10.9,5.4,17,,30
2009-04-07,14.1,7.8,21.3,,17
2009-04-08,16.2,9.8,23.9,,15
2009-04-09,17.5,10.9,24.9,,19
2009-04-10,17.3,11.8,23.6,,17
2009-04-11,18.5,11.8,25.3,,13
2009-04-12,16.6,13,21.2,,21
2009-04-13,15.7,12.6,20.6,,32
2009-04-14,16.1,13.2,21.1,0,23
2009-04-15,9.9,7.9,14.1,6,51
2009-04-16,10.7,5.7,15.4,,41
2009-04-17,12,6,17.9,,18
2009-04-18,14.4,7.6,20.6,,14
2009-04-19,18.5,10.7,25.8,,15
2009-04-20,14,11.4,17.2,38.5,34
2009-04-21,9.4,8.5,11.4,3,69
2009-04-22,9.9,7.7,13,,46
2009-04-23,12.7,5.8,17.9,,31
2009-04-24,13.3,11.5,17.4,7.5,47
2009-04-25,8.7,6.1,11.8,10.5,71
2009-04-26,8.7,4.9,12.2,0,45
2009-04-27,11.2,6.3,17,0.5,35
2009-04-28,13.5,7.2,20.2,0.5,26
2009-04-29,15.6,8.6,22.5,,17
2009-04-30,15.7,9.8,20.8,,19
2009-05-01,17.4,10.9,22.4,,30
2009-05-02,15.4,14.2,18,1.5,54
2009-05-03,16.6,12.7,22.8,,30
2009-05-04,14.7,10,21.5,,42
2009-05-05,18.1,9.8,26.3,,34
2009-05-06,22.4,15.3,29.2,,21
2009-05-07,21.3,15.5,27.5,,15
2009-05-08,21.2,15.6,27.4,,28
2009-05-09,21.7,16.4,27,,17
2009-05-10,20.3,16,25.9,,36
2009-05-11,17,15.8,20,36.5,66
2009-05-12,18.6,15.1,23.9,7,43
2009-05-13,17.9,13.7,22.4,,17
2009-05-14,18.9,12,25.2,,24
2009-05-15,18.3,15.3,22.1,0.5,42
2009-05-16,13.7,13,15.5,21.5,73
2009-05-17,14.3,12.1,17.4,3,58
2009-05-18,16.9,9.9,22.6,,29
2009-05-19,19.3,13.7,24.5,,47
2009-05-20,21.6,15.1,27.3,,29
2009-05-21,15.8,15.1,19.4,38,58
2009-05-22,18,14.9,22.5,0.5,53
2009-05-23,16.5,14.5,19.6,0.5,59
2009-05-24,19.5,14.8,25,,50
2009-05-25,22.5,15.3,29.6,,27
2009-05-26,23.1,18.2,29,,22
2009-05-27,23.9,18.7,29.7,,20
2009-05-28,24.2,17.2,31,,18
2009-05-29,22.8,18.4,27.9,,22
2009-05-30,21.3,18,25.4,,16
2009-05-31,19.7,15.8,24.7,,29
2009-06-01,21.7,14.3,28.1,,18
2009-06-02,21.7,18.8,26.2,4.5,49
2009-06-03,19.1,17.9,22.2,1.5,68
2009-06-04,21.2,17.7,25.9,,34
2009-06-05,22.5,16,28.2,,22
2009-06-06,22.2,18.2,27.6,,31
2009-06-07,19.1,17.4,21.8,,46
2009-06-08,20.9,14.9,25.7,,36
2009-06-09,19.4,16.8,21.8,25.5,65
2009-06-10,18.8,16.9,22.2,16.5,68
2009-06-11,21,15.9,25.7,0.1,30
2009-06-12,19.4,14.5,24.4,1,22
2009-06-13,20.2,15.9,24.6,,48
2009-06-14,20.4,18.4,23.5,,56
2009-06-15,21.6,17.7,26.3,,46
2009-06-16,21.8,17.5,26.6,,35
2009-06-17,21.1,19.6,23.1,0,61
2009-06-18,25.1,18.2,31.5,,28
2009-06-19,25.1,22.1,28.5,,52
2009-06-20,22.7,22,24.7,48.5,69
2009-06-21,25.1,21.9,30.2,0.5,49
2009-06-22,23,20.6,26.5,,56
2009-06-23,23.4,19.1,27.9,,36
2009-06-24,24.5,19.7,30,,24
2009-06-25,24.8,20.7,29.8,,27
2009-06-26,24.4,20.9,29.4,,49
2009-06-27,26.1,20.8,32.4,,29
2009-06-28,26,23.4,29.6,0.4,49
2009-06-29,26.1,22.5,31.1,33,47
2009-06-30,24.4,22.2,26.6,0.5,63
2009-07-01,23.5,20.7,27.4,,50
2009-07-02,20.7,18.7,22.3,96.5,82
2009-07-03,22.5,19.3,27,0.5,47
2009-07-04,22.8,19.8,26.9,3,52
2009-07-05,24.6,19.9,30,,42
2009-07-06,25,22,29,1,52
2009-07-07,24.9,22.1,28.1,1,56
2009-07-08,26.3,22.5,30.3,0,51
2009-07-09,21.8,19.4,25.8,190,75
2009-07-10,23.8,18.7,29.7,,44
2009-07-11,24.6,20.7,29.2,1,39
2009-07-12,20.7,18.8,24,114.5,74
2009-07-13,23.2,19.9,27.7,5,64
2009-07-14,23,20,25.6,140.5,85
2009-07-15,23.1,19.9,25.9,,67
2009-07-16,26.7,21.3,32.4,,36
2009-07-17,24.8,22.9,26.6,56.5,64
2009-07-18,25.1,21.1,27.3,14.5,79
2009-07-19,24.6,20.7,29.9,0.1,57
2009-07-20,25.5,22.5,28.5,0.5,67
2009-07-21,25.4,23.2,29.1,,49
2009-07-22,25.1,21.2,30,,43
2009-07-23,25.4,21.9,29.9,,44
2009-07-24,24.8,21.2,30.1,1,46
2009-07-25,22.5,19.3,26,22.5,58
2009-07-26,24.8,20.5,29.1,10.5,46
2009-07-27,24.8,22.1,27.7,0.2,56
2009-07-28,24.6,22.7,26.4,0.5,64
2009-07-29,25.5,21.5,30.4,0.1,44
2009-07-30,26.5,22.6,30.6,,47
2009-07-31,26.7,24.1,30.4,0,51
2009-08-01,25.4,23.3,28.9,21.5,61
2009-08-02,25.8,23,29.6,1.5,52
2009-08-03,25.2,23.9,27.5,,64
2009-08-04,26.9,23,31.2,,42
2009-08-05,27.6,23,32.3,,33
2009-08-06,26.6,23.8,30.7,0.5,50
2009-08-07,25.8,23.1,28.5,0.5,67
2009-08-08,26.5,24.7,28.9,0.5,67
2009-08-09,28.7,24.9,33.6,,44
2009-08-10,27.8,23.7,32,,48
2009-08-11,23.8,22.4,27.1,113.5,64
2009-08-12,23.5,22.4,25.9,80.5,76
2009-08-13,26.3,21.9,30.9,,49
2009-08-14,27.6,23.3,33.4,,29
2009-08-15,27.9,22.8,33,,44
2009-08-16,29.1,24.7,34.4,,24
2009-08-17,26.8,24,30.9,0.2,53
2009-08-18,27.4,25.5,30.9,0.1,56
2009-08-19,28.1,25.1,31.8,0,52
2009-08-20,26.1,22.7,29.4,19.5,59
2009-08-21,25.2,20.4,29.6,,31
2009-08-22,25.2,23.1,28.2,0,37
2009-08-23,25.9,21.4,30.9,,32
2009-08-24,25.6,21.9,29.4,,37
2009-08-25,24.3,21.7,27.6,9,57
2009-08-26,24.2,22.1,26.3,14.5,60
2009-08-27,24.1,21.9,25.7,17,72
2009-08-28,24.1,19.8,28.6,,37
2009-08-29,22.2,17.9,26.7,,48
2009-08-30,20.5,18.1,23.3,6.5,64
2009-08-31,22.6,16.4,28.3,,35
2009-09-01,23.7,18.7,28.6,,23
2009-09-02,23.4,18.7,28.6,,33
2009-09-03,23.2,18.9,28.6,,38
2009-09-04,24.3,18.8,29.3,,32
2009-09-05,25,20.9,29.9,,43
2009-09-06,25.2,21.8,29.9,,32
2009-09-07,23.7,22.6,24.9,0,69
2009-09-08,23.4,19.3,28.4,,39
2009-09-09,23.2,19.1,27.2,,32
2009-09-10,22.3,17.3,27.4,,30
2009-09-11,20.8,17.2,25.3,7,34
2009-09-12,19.1,16.6,23.9,23.5,52
2009-09-13,20.7,15.3,25.9,,35
2009-09-14,20.1,17.5,22.8,,59
2009-09-15,20.9,16.9,25.1,,47
2009-09-16,21,16.6,25.8,,33
2009-09-17,21.2,16.2,26.1,,35
2009-09-18,22.4,17.4,28.5,,24
2009-09-19,21.8,17.6,26.4,,35
2009-09-20,21.3,16.5,25.5,,37
2009-09-21,18.6,16.8,21.6,30.5,61
2009-09-22,19.2,14.4,25.2,,25
2009-09-23,20.5,15.5,26.1,,31
2009-09-24,20.4,15,25.5,,35
2009-09-25,20,17.4,23.6,,50
2009-09-26,21.2,15.4,26.8,,49
2009-09-27,20.8,19.1,22.5,0.5,61
2009-09-28,20.9,17.5,25.3,2,56
2009-09-29,21.5,17.5,27.1,1,45
2009-09-30,22.7,18,28.1,,38
2009-10-01,21.7,17.9,26.4,,42
2009-10-02,19,15.6,24.1,,26
2009-10-03,17.9,12.6,22.8,4,26
2009-10-04,17,12.2,21.9,,23
2009-10-05,17.5,11.7,23.3,,39
2009-10-06,19,14.3,24.7,,27
2009-10-07,18,13.7,23.7,,36
2009-10-08,16.2,11.5,21.5,,29
2009-10-09,15.8,11.5,20.6,,31
2009-10-10,16,10.9,21.3,,25
2009-10-11,16.4,11.4,21.7,,31
2009-10-12,15.9,11.8,19.8,,35
2009-10-13,14.5,11.1,19.2,13,52
2009-10-14,14.7,10.8,20.1,0.4,43
2009-10-15,15.9,10.4,21.6,,32
2009-10-16,16.8,12.1,21.5,2.5,41
2009-10-17,13.6,11.2,17.5,13.5,43
2009-10-18,14.2,9.8,18.7,,31
2009-10-19,11.8,9,14.9,10,36
2009-10-20,10.8,6.2,15.6,,31
2009-10-21,13.8,9.8,18.5,,26
2009-10-22,13.1,7.2,18.8,,29
2009-10-23,15,10.6,19.9,4,53
2009-10-24,16.6,13.2,20.7,,49
2009-10-25,16.2,13,20.6,,48
2009-10-26,15.8,11.5,21.2,,48
2009-10-27,15.5,12.9,20.1,,32
2009-10-28,14.7,10.5,20,,44
2009-10-29,17,11.3,22.8,,38
2009-10-30,18.6,15.1,24,,37
2009-10-31,16.2,13.3,19.1,19.5,61
2009-11-01,9.7,5.2,13.4,4,44
2009-11-02,0,-2.3,5.2,,27
2009-11-03,2.9,-2.8,6.1,,34
2009-11-04,11.4,4.3,16.3,0,51
2009-11-05,14.2,11.4,17.9,0.3,51
2009-11-06,14.6,10.4,19.7,0.1,56
2009-11-07,17,12.8,20,4.5,65
2009-11-08,16.9,15.3,19.8,34,75
2009-11-09,16.8,14.3,21.8,,55
2009-11-10,13,9.7,14.7,,53
2009-11-11,9.3,6.4,13.9,,35
2009-11-12,8.8,6,12.4,,42
2009-11-13,9.3,8.2,10.3,2.5,61
2009-11-14,5.1,0.7,8.8,,34
2009-11-15,-0.5,-2.9,1.9,0,41
2009-11-16,-1.8,-4.2,1,,33
2009-11-17,-1.1,-2.9,1.9,,26
2009-11-18,-0.6,-4.3,3.1,,19
2009-11-19,1.8,-0.7,5.9,0,27
2009-11-20,1.4,-2,4.8,0.5,38
2009-11-21,-0.1,-3.4,3.8,,19
2009-11-22,3.3,-1,6.8,1,37
2009-11-23,7.5,4.1,12.3,,44
2009-11-24,8.6,4.8,13.5,,44
2009-11-25,5.9,4.4,7.5,1.5,67
2009-11-26,8,3.4,13.2,,54
2009-11-27,6.8,4,8.5,,61
2009-11-28,5.8,3.4,9.1,,56
2009-11-29,6.4,5.6,7.5,4,64
2009-11-30,6.3,4.5,9.6,,31
2009-12-01,6.2,3.3,10.1,,54
2009-12-02,5.6,3.1,8,,63
2009-12-03,4.6,3.5,5.9,0.5,71
2009-12-04,4.1,0.8,8.1,,48
2009-12-05,0,-4.6,5.6,11.5,33
2009-12-06,-3.5,-6.3,-0.3,,21
2009-12-07,-0.1,-5.3,5.1,,31
2009-12-08,1.3,-1.4,3.8,0.2,61
2009-12-09,4.9,0.9,8.6,,58
2009-12-10,7.6,6.7,8.5,2.5,63
2009-12-11,7.7,6.6,8.8,0.5,78
2009-12-12,5.1,2.4,7.8,,54
2009-12-13,2.1,-0.4,6.2,,31
2009-12-14,-0.3,-2.6,3.6,,15
2009-12-15,-4.2,-7.5,-1.5,,20
2009-12-16,-6.3,-9.2,-3,,22
2009-12-17,-7.2,-10.2,-3.2,,31
2009-12-18,-9.3,-12,-5.7,,35
2009-12-19,-7.9,-10.8,-4.3,,33
2009-12-20,-5.3,-8.8,-0.9,0,30
2009-12-21,-3.6,-8.5,0.5,,22
2009-12-22,3.3,-2.4,7.8,,49
2009-12-23,4.4,1.5,7.7,1,48
2009-12-24,2.8,-1,6.7,,51
2009-12-25,0.6,-4.6,4,1.9,61
2009-12-26,-8.1,-11,-4.6,,41
2009-12-27,-7.9,-9.9,-5.5,2.2,33
2009-12-28,-8.6,-10.8,-5.4,,33
2009-12-29,-4.5,-9.9,1.6,0.9,41
2009-12-30,-4,-9.5,1.8,0.3,51
2009-12-31,-10.8,-12.9,-8.3,,30
