일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2000-11-17,5.4,2.5,7.5,0,46
2000-11-18,3.4,-0.1,7.5,,28
2000-11-19,6.7,1,11.7,3.2,32
2000-11-20,4.6,1.8,6.9,10.9,60
2000-11-21,0,-2.5,3.1,,33
2000-11-22,2,-3.8,7.3,,28
2000-11-23,5.8,-0.2,10.1,,34
2000-11-24,9.2,5.6,13,,37
2000-11-25,10,5,15.4,,34
2000-11-26,7.2,1.8,10.4,2.8,34
2000-11-27,3.2,-0.7,6.9,,24
2000-11-28,3.1,0.2,6.2,,27
2000-11-29,3.8,-1.5,7.6,,35
2000-11-30,6.4,3.2,10.1,,41
2000-12-01,6.2,1.9,11,,33
2000-12-02,6.7,2.1,11.6,0,31
2000-12-03,2.4,-1.1,7.4,0,22
2000-12-04,1.8,-3.7,5.9,0.9,31
2000-12-05,1.4,-3,6.1,0,39
2000-12-06,0.1,-4.8,4.5,,33
2000-12-07,4.3,-0.1,7,,34
2000-12-08,8,4.7,11.3,,43
2000-12-09,8.1,3.9,11.9,,46
2000-12-10,2.5,-5.2,9.9,2.2,36
2000-12-11,-6.6,-9.1,-3.7,,32
2000-12-12,-4.6,-9.2,-0.5,0,25
2000-12-13,-0.2,-4.4,4.4,,54
2000-12-14,3.5,-1.3,7.4,0.7,57
2000-12-15,7.6,4.6,10,4.7,56
2000-12-16,-0.6,-2.8,5.9,,27
2000-12-17,-0.5,-4.8,4.1,,33
2000-12-18,2.7,-1.2,5.3,3.2,38
2000-12-19,1.5,-1.4,4.8,0.1,53
2000-12-20,0.9,-0.4,2.4,0,61
2000-12-21,1,-2.7,4.6,,35
2000-12-22,5.4,0.9,8.3,0,39
2000-12-23,2.9,-0.1,7.5,13.9,39
2000-12-24,-0.2,-2.3,1.9,0.3,36
2000-12-25,-6.4,-9.7,-1.3,0.6,35
2000-12-26,-8.7,-11.4,-6.4,,38
2000-12-27,-3.9,-9.1,0,0,31
2000-12-28,-2.3,-4.6,0.7,0,47
2000-12-29,-2.2,-6.5,1.9,,38
2000-12-30,2.3,-1.7,7,0.4,28
2000-12-31,-5.8,-8.2,2.3,,42
