일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2016-05-01,18.8,12.2,26,,16
2016-05-02,21.1,16.5,28.4,16.5,33
2016-05-03,12.9,8.9,17.6,27,72
2016-05-04,15.7,10.2,20.6,,28
2016-05-05,18.9,10.2,26.9,7.5,17
2016-05-06,16.3,13,18.6,9.5,69
2016-05-07,16.5,10.7,22.6,,29
2016-05-08,19.4,11.6,26.8,,23
2016-05-09,20.2,16.3,25.4,0,22
2016-05-10,14.5,12.5,18.1,13.5,54
2016-05-11,16.4,10.4,23.5,,35
2016-05-12,17.8,12.1,24,,36
2016-05-13,18.6,12.7,25.4,0.5,29
2016-05-14,20.2,15.1,26.9,,21
2016-05-15,17.4,12.3,24.2,45,38
2016-05-16,15.9,10.8,21.9,2.5,24
2016-05-17,19.3,10.9,26.6,,21
2016-05-18,22.3,13.5,29.5,,16
2016-05-19,24.3,16.3,31.9,,14
2016-05-20,24,16.8,31.6,,10
2016-05-21,24.1,17.8,30.4,,12
2016-05-22,24.7,17.6,31.7,,17
2016-05-23,23.3,18.3,29.4,,25
2016-05-24,16.8,15.4,21.8,38.5,46
2016-05-25,19.7,15.3,24.4,,46
2016-05-26,19.4,17.5,22.9,0,52
2016-05-27,20.9,14.8,27.1,,28
2016-05-28,21.7,17.2,28,,36
2016-05-29,21.5,17.2,27.6,,34
2016-05-30,22.1,16.9,28.9,,26
2016-05-31,21.6,17.4,27.6,,39
2016-06-01,23.3,17.1,29.9,,23
2016-06-02,23.2,17.2,29.1,,25
2016-06-03,22.2,17.6,27.7,,29
2016-06-04,21.2,18.2,26.3,,35
2016-06-05,24.7,17.3,32.2,,21
2016-06-06,23.3,20.8,28.4,0,31
2016-06-07,21.7,19.6,25.9,0.1,50
2016-06-08,22.1,18.2,27.7,,43
2016-06-09,24.1,17.8,31.3,,31
2016-06-10,24.6,20.2,31.3,,36
2016-06-11,23.5,20.9,26.5,3,54
2016-06-12,23.5,19.9,26.7,1.5,60
2016-06-13,23.5,19.4,29.6,,45
2016-06-14,23.8,19.7,29.5,0,44
2016-06-15,20.9,17.4,24.5,15.5,58
2016-06-16,20.9,18.6,24.9,0,51
2016-06-17,23.8,18.6,29.1,,42
2016-06-18,24.5,20.1,29.9,,39
2016-06-19,24.1,20.3,29.3,0,46
2016-06-20,24.7,19.6,30.7,,40
2016-06-21,26,21,31.3,,36
2016-06-22,24.3,20.9,30.2,30.5,48
2016-06-23,24.7,19.6,29.4,0.1,51
2016-06-24,23.1,21.1,25.7,3.5,56
2016-06-25,22.8,19.2,26.7,,43
2016-06-26,24.4,19.4,30.3,,27
2016-06-27,24.4,19.9,29.5,,30
2016-06-28,24.7,20.4,29.7,,34
2016-06-29,25.3,20.9,30.2,,40
2016-06-30,24.6,23,26.9,0.2,65
2016-07-01,24,22,26.6,108.5,69
2016-07-02,23.5,20.6,27.7,4,56
2016-07-03,23.5,21.1,26.8,,50
2016-07-04,21.8,20.2,24.1,29.5,66
2016-07-05,23.1,20.2,24.8,100.5,88
2016-07-06,22.9,20.3,26.9,0,55
2016-07-07,24,20.1,28.5,0,53
2016-07-08,27.3,21.2,32.4,,40
2016-07-09,27.7,23.2,32.7,,38
2016-07-10,27.9,23.2,33.1,,44
2016-07-11,28.4,24.8,33.4,0,39
2016-07-12,26.3,22.1,30.9,3,46
2016-07-13,26.3,23.2,29.5,0,50
2016-07-14,27.5,24,32.4,0.1,40
2016-07-15,26.2,23.7,29.2,1.5,45
2016-07-16,20.8,19.8,23.8,46.5,81
2016-07-17,21.7,20.4,23.1,2.5,73
2016-07-18,24.4,20.7,28.4,0.2,56
2016-07-19,27.1,20.9,32.4,,37
2016-07-20,28.6,24,32.9,,46
2016-07-21,28.3,24.9,32.2,,48
2016-07-22,29.1,25.3,34.1,,46
2016-07-23,28.7,27.2,31.6,0.5,54
2016-07-24,28,27,30.1,0.5,66
2016-07-25,28.4,26.4,31.4,,59
2016-07-26,28.4,25.6,31.9,,53
2016-07-27,27.6,26.7,28.9,0.5,69
2016-07-28,28,26.7,30.5,0.2,47
2016-07-29,26.3,23.4,28.4,59.5,69
2016-07-30,28.6,26.4,33,0.5,46
2016-07-31,28.9,26.6,32.8,0.2,47
2016-08-01,28.4,25.8,32.4,,50
2016-08-02,27.2,25,31.1,2,48
2016-08-03,29.1,24,34.2,,44
2016-08-04,30.7,26,35.7,,35
2016-08-05,31.2,26.5,36,,40
2016-08-06,30.5,26.6,34,,49
2016-08-07,30.6,27,35,,38
2016-08-08,30.5,26.4,35.5,,44
2016-08-09,29.3,26.4,33.6,1,49
2016-08-10,29.4,26.1,34.8,,39
2016-08-11,30.5,26.1,36.4,,37
2016-08-12,30.4,26.4,35.9,,43
2016-08-13,30.2,26.8,35.1,,38
2016-08-14,28.9,27.3,31.8,0.2,58
2016-08-15,29.1,25.8,34,0,37
2016-08-16,29.3,26.2,34.9,0.5,34
2016-08-17,29.9,25.1,34.7,,34
2016-08-18,29.9,26.2,34.3,,41
2016-08-19,28.9,26.6,33.2,11.5,49
2016-08-20,30.1,26.5,34.9,,33
2016-08-21,30.7,26.9,36.6,0,31
2016-08-22,30.7,25.8,36.3,0.4,37
2016-08-23,28.3,26,33,8,48
2016-08-24,29.1,26.4,32.9,0,43
2016-08-25,27.1,24,32.2,4.5,43
2016-08-26,23,19.5,28.2,20,33
2016-08-27,23.4,16.9,29.7,0,27
2016-08-28,21,18.3,24.5,1.5,45
2016-08-29,22.2,17.4,27.1,,34
2016-08-30,20.6,17.9,24.5,0,43
2016-08-31,17.7,16.1,19.2,17.5,68
2016-09-01,23.2,15.8,28.6,,43
2016-09-02,24.2,20.6,29,4.5,48
2016-09-03,23.9,20.4,28.6,0.5,51
2016-09-04,25.6,22.1,29.6,,52
2016-09-05,26.4,23,31.1,,44
2016-09-06,24.7,21,29,,43
2016-09-07,24.3,20.9,28.6,,47
2016-09-08,23,21.5,26.5,4.5,58
2016-09-09,23.9,19.7,29.3,,41
2016-09-10,24.4,20,29.1,,44
2016-09-11,24.5,22.1,28.2,,48
2016-09-12,23.4,21.4,27.5,2.5,49
2016-09-13,24.6,19.6,30.8,,39
2016-09-14,24.6,21.4,28.9,,46
2016-09-15,23.9,18.8,29.5,,37
2016-09-16,24.6,20.4,29.5,,40
2016-09-17,23.1,18.5,28.2,7,43
2016-09-18,23.5,20.2,28.3,,40
2016-09-19,21.9,18.2,27.8,,36
2016-09-20,20.6,15.4,26.8,,26
2016-09-21,20.2,14.3,25.3,,28
2016-09-22,21.9,17.5,27.2,,30
2016-09-23,21.4,16.4,27.9,,34
2016-09-24,22.3,16.5,28.9,,35
2016-09-25,23,18.6,29.7,,27
2016-09-26,23.6,19.7,28.9,,40
2016-09-27,21,19.1,23.8,13.5,64
2016-09-28,19.9,18.7,21.8,0.5,74
2016-09-29,20.4,18.2,24.8,,48
2016-09-30,20.5,17.7,23.5,,54
2016-10-01,21.1,17.5,25.6,,47
2016-10-02,19,16.7,22.4,18.5,73
2016-10-03,22.7,19.6,27.9,6.5,41
2016-10-04,22,15.6,29,,33
2016-10-05,21.1,17.5,27.2,,42
2016-10-06,18,13.6,23.5,,40
2016-10-07,19.7,16.5,24.8,2,47
2016-10-08,16.8,10.3,21.8,6,33
2016-10-09,11.3,6.5,16.6,,32
2016-10-10,14,7.4,21.4,,22
2016-10-11,15.4,10,21.1,,35
2016-10-12,15.5,11.4,20.7,,27
2016-10-13,15.2,9.3,21.9,,24
2016-10-14,16.7,10.5,23.5,,39
2016-10-15,19.1,12.4,27.1,,28
2016-10-16,17.2,15.4,19.5,1.5,55
2016-10-17,17.5,14.5,21.7,,53
2016-10-18,17,11.2,24,,41
2016-10-19,18,14,24.3,,35
2016-10-20,18.6,12.9,25.8,,36
2016-10-21,17.9,15.7,22,,45
2016-10-22,18.3,14.5,22.8,,45
2016-10-23,13.3,10.6,17.8,2.5,53
2016-10-24,15.1,9,20.6,,37
2016-10-25,14.1,12.5,17.5,37,57
2016-10-26,13.3,10.5,16.3,0,64
2016-10-27,14.6,8.6,20.9,,44
2016-10-28,14.6,10.2,18.4,0.3,40
2016-10-29,7.8,3.5,11.2,,31
2016-10-30,7.9,1.6,15.1,,13
2016-10-31,5.7,0.7,8.2,0.5,42
2016-11-01,1.5,-2.4,6.6,,27
2016-11-02,4.1,-2.7,10.5,0.1,25
2016-11-03,9.1,4.2,14.1,0.2,34
2016-11-04,12.3,8.2,15.7,0,55
2016-11-05,15,12.2,18.1,0,65
2016-11-06,14,11.9,18.3,,42
2016-11-07,12.8,8.5,17.8,5.5,50
2016-11-08,4.1,0.4,8.4,0.5,43
2016-11-09,2.1,-3.2,8.6,,22
2016-11-10,6,1.5,9.8,0.4,36
2016-11-11,9.1,6.2,14.2,4,30
2016-11-12,11.4,5.1,16.7,,33
2016-11-13,14.4,12.1,18.1,0.5,61
2016-11-14,13.2,10.2,15.8,1.5,59
2016-11-15,5.2,2.5,10.2,,29
2016-11-16,5.2,0,12,,21
2016-11-17,9.1,4,16.5,,37
2016-11-18,10.3,4.9,14.6,0,42
2016-11-19,13,9.9,18.6,0,51
2016-11-20,9.8,6.4,15.3,,19
2016-11-21,9.5,5.1,14.6,,31
2016-11-22,2,-2.1,8.4,0.2,28
2016-11-23,-1.8,-4.8,3.6,,22
2016-11-24,-2.5,-6.2,2.4,,24
2016-11-25,1,-3.5,6,,28
2016-11-26,0.9,-0.7,2.7,2.8,42
2016-11-27,3.3,0.5,6.6,0,71
2016-11-28,1.4,-1.4,5.6,,32
2016-11-29,1.7,-2.8,8.6,,25
2016-11-30,6,0.7,9.8,1,42
2016-12-01,4.1,-1,7,,23
2016-12-02,1.6,-3.5,7.9,,22
2016-12-03,4.5,-0.7,11.3,,41
2016-12-04,5.5,2,9.5,,39
2016-12-05,5.9,0.5,10.3,1.5,49
2016-12-06,-1.1,-4.2,4.3,,16
2016-12-07,1.7,-2.7,7.5,0,44
2016-12-08,2.1,-3,6.1,3,50
2016-12-09,1.4,-2.9,4.2,3,43
2016-12-10,-1.6,-5.9,3.6,,27
2016-12-11,-1.1,-6.1,6.4,,20
2016-12-12,2.3,-3,6.3,,26
2016-12-13,3.4,-0.4,8.8,,39
2016-12-14,-1.4,-2.3,-0.1,0.1,56
2016-12-15,-5,-7.6,-1.5,,25
2016-12-16,-4.7,-9.8,0,,21
2016-12-17,2.7,-2.7,8,0,42
2016-12-18,4.9,2.7,8.1,,56
2016-12-19,7.2,4.3,12,0.1,49
2016-12-20,7.6,4.4,13.6,,50
2016-12-21,7.9,4.1,12.6,29,48
2016-12-22,5.5,1.5,11,23.5,76
2016-12-23,-2.5,-4.4,1.5,0.1,60
2016-12-24,-2.4,-4.3,1.1,,51
2016-12-25,1,-4.5,6.4,,49
2016-12-26,2.5,1.3,4.4,0,62
2016-12-27,-2.3,-6.3,1.3,0.5,26
2016-12-28,-3.7,-8.4,2.6,,25
2016-12-29,-4.2,-7.2,-1.1,0.3,29
2016-12-30,-3.9,-9.1,1,,28
2016-12-31,0.7,-3.6,5.7,0,51
