일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최소 상대습도(%)
2017-03-17,7.7,1.2,15.7,,17
2017-03-18,9.5,5.9,16.1,,15
2017-03-19,10.9,3.2,18.9,,18
2017-03-20,10.2,6,15.5,,23
2017-03-21,7.4,4.3,12.6,,21
2017-03-22,7.6,1.9,14.1,,16
2017-03-23,9.1,5.1,15,,17
2017-03-24,8.7,3.9,15.2,,21
2017-03-25,8.1,5,12.6,,17
2017-03-26,7.3,4.8,11.6,,30
2017-03-27,6.1,4.4,10.9,0.4,38
2017-03-28,7.1,2.5,12.7,,28
2017-03-29,8.8,4.7,14.4,,22
2017-03-30,10.6,4.1,17.1,,27
2017-03-31,8.6,4.9,12.4,1.5,51
2017-04-01,9,4.8,15.1,1,27
2017-04-02,9,3.1,15.8,,25
2017-04-03,11.4,4.3,19.2,,19
2017-04-04,14.1,6.7,21.8,,17
2017-04-05,12,10.8,14.2,37.5,28
2017-04-06,10.4,9.4,12.4,3,75
2017-04-07,14.5,9,23.5,,35
2017-04-08,13,8.6,19.9,0.5,47
2017-04-09,14.8,10.6,20.5,0.5,34
2017-04-10,16.5,10.1,23.3,,10
2017-04-11,15.3,11.5,20.2,,20
2017-04-12,11.5,8.8,16.4,,10
2017-04-13,12.7,6.3,19.6,0,15
2017-04-14,13,10.1,17.7,6,28
2017-04-15,16.8,10.9,24.3,,31
2017-04-16,18.7,12.9,24.4,,32
2017-04-17,14.7,11.2,18,5.5,37
2017-04-18,11.7,9.4,17.4,7.5,54
2017-04-19,12.6,7,18.4,,25
2017-04-20,12.9,9.9,18.2,0.1,27
2017-04-21,13.1,7.6,19.3,,31
2017-04-22,14.8,8.5,22.5,,16
2017-04-23,14.9,8.9,21.7,,17
2017-04-24,15.1,8.3,21.3,,21
2017-04-25,16,12.9,20.4,,44
2017-04-26,15.1,10.5,20.2,,14
2017-04-27,13.6,7.9,19.8,,18
2017-04-28,14.4,8.9,21.5,,28
2017-04-29,17.1,9.6,23.7,,17
2017-04-30,19.3,13.7,27.8,,28
2017-05-01,20.1,12.8,28.3,,17
2017-05-02,20.7,15.2,28,,26
2017-05-03,21.5,14.5,30.2,,16
2017-05-04,21,14.8,27.5,,25
2017-05-05,20.9,15.5,27,,35
2017-05-06,14.9,10,19.3,,16
2017-05-07,16.6,10.9,22.8,,16
2017-05-08,17.9,11.1,23.5,,34
2017-05-09,17.1,15.3,22.6,2.5,36
2017-05-10,16.4,14.2,20.8,2.5,54
2017-05-11,19.3,13.1,24.8,0,48
2017-05-12,19.1,16.8,21.1,,63
2017-05-13,16.4,12.4,22.6,6,52
2017-05-14,15.7,11,20.7,,32
2017-05-15,16,12.3,20.1,0,45
2017-05-16,17.1,13.3,22.3,,38
2017-05-17,18.6,12.3,25.9,,29
2017-05-18,20.4,13.9,26.9,,28
2017-05-19,21.1,15.1,27.9,,23
2017-05-20,20.9,15.4,27.3,,28
2017-05-21,21.5,16,27.6,,19
2017-05-22,21.8,15.9,28,,30
2017-05-23,20,17.2,24.4,5,46
2017-05-24,21.8,16.9,27.8,0.1,31
2017-05-25,19.2,14.4,24.4,,14
2017-05-26,17.7,12.4,23.2,,25
2017-05-27,19.5,13.7,26.4,,24
2017-05-28,21.2,14.4,27.9,,25
2017-05-29,22.9,18.1,29.3,,39
2017-05-30,23.6,18.6,30.3,,7
2017-05-31,23.3,17.7,29.6,,22
2017-06-01,23.3,20,27,,24
2017-06-02,20.5,15.5,25.6,0,20
2017-06-03,20.5,16.1,26.5,,24
2017-06-04,21.7,15.1,28.1,,19
2017-06-05,24.2,16.4,30.3,0,18
2017-06-06,19.4,14.5,23.9,15.5,36
2017-06-07,17.6,15.1,19.2,12.5,78
2017-06-08,20.1,15.1,25.9,,38
2017-06-09,21.2,17.9,25.7,0.1,50
2017-06-10,21.5,16.7,27.5,4.5,14
2017-06-11,22.8,14.8,29.6,,17
2017-06-12,22.1,17,28,,25
2017-06-13,21.5,18.3,25.9,0,44
2017-06-14,21.8,17.8,26.8,,38
2017-06-15,23.1,18,29.6,,30
2017-06-16,25.5,20,32.7,,31
2017-06-17,24.2,20.6,29.9,,30
2017-06-18,24.3,18.6,31.8,,25
2017-06-19,24.8,19.5,30.2,,27
2017-06-20,26,20,32.7,0,26
2017-06-21,25.4,21.7,31.6,0,30
2017-06-22,25.3,21.2,30.4,,36
2017-06-23,26.7,21.3,34.1,,25
2017-06-24,24.5,21.5,27.8,3.5,40
2017-06-25,23.8,21,28.4,1.5,48
2017-06-26,23.1,20.1,29.9,29,43
2017-06-27,25.2,20.8,30.5,0,44
2017-06-28,26,22.5,30.5,,44
2017-06-29,26.2,21.9,31.5,,40
2017-06-30,25.9,22.2,30.9,,40
2017-07-01,25.3,22.4,30.7,0.5,45
2017-07-02,24.3,21.9,26.8,92,81
2017-07-03,24.7,21.9,27.4,67.5,69
2017-07-04,26.7,23.8,31.6,0.5,51
2017-07-05,27.4,23.3,32.6,,43
2017-07-06,27.6,23.9,34.6,34,39
2017-07-07,26.4,24.4,28.4,16.5,70
2017-07-08,26,24.6,27.6,4.5,76
2017-07-09,26.3,23.8,30.3,32.5,66
2017-07-10,24,22.6,25.4,144.5,88
2017-07-11,26,22.2,30.9,1,54
2017-07-12,27.1,24.9,31.1,0,54
2017-07-13,27.6,23.1,32.1,,51
2017-07-14,28.7,26.1,33,0,49
2017-07-15,25,23.4,27.3,42.5,75
2017-07-16,26.2,23.4,28.8,22.5,64
2017-07-17,26.8,24,29,7.5,65
2017-07-18,26.5,23.9,30.7,2.5,60
2017-07-19,28.3,24.5,34.1,,47
2017-07-20,29.9,26,34.9,,46
2017-07-21,29.8,27.3,32.4,,61
2017-07-22,29.3,27.5,32.5,0.5,59
2017-07-23,27,26.1,28.1,133.5,80
2017-07-24,26.2,25.6,27.3,3,71
2017-07-25,29.4,24.6,35.4,,38
2017-07-26,28.7,24.2,32.8,,43
2017-07-27,27.1,24.9,29.7,3.5,45
2017-07-28,25.5,24.8,26.9,8.5,86
2017-07-29,27.2,25,30.1,0,60
2017-07-30,27.9,24.7,32.6,,42
2017-07-31,25.7,24.8,27.1,3.5,72
2017-08-01,28.6,24.1,33,2,51
2017-08-02,30,26.6,33,,55
2017-08-03,30.2,27.2,33.9,,37
2017-08-04,30.3,25.9,35.3,,38
2017-08-05,31.4,27.6,34.8,0,52
2017-08-06,29.8,28.2,34,5,54
2017-08-07,29.2,26.4,34.4,,37
2017-08-08,28.2,25.5,31,,43
2017-08-09,27.6,24.6,32,2.5,42
2017-08-10,24.8,23.9,26.3,5.5,83
2017-08-11,27,23.9,32.4,0.5,45
2017-08-12,27.8,23.2,32.6,,43
2017-08-13,26.3,24.2,28.4,0,53
2017-08-14,24.6,23.1,27.1,1.5,60
2017-08-15,21.9,20.8,24,93.5,68
2017-08-16,23.3,20.5,26.8,2,67
2017-08-17,24.8,21.2,27.7,0.5,65
2017-08-18,26.3,23.9,30.6,0,54
2017-08-19,26.1,23.1,28.7,0,64
2017-08-20,23.2,22,25.8,124.5,79
2017-08-21,25.8,23.7,29.2,5,65
2017-08-22,27.3,23.4,31.5,,49
2017-08-23,27.2,24.6,30.2,31.5,73
2017-08-24,26.5,23.9,28.1,14,79
2017-08-25,25.3,22.2,30.6,,19
2017-08-26,24.2,19,29.2,,24
2017-08-27,22.7,19,26.7,0,44
2017-08-28,21.5,18.3,26.5,9,35
2017-08-29,19.5,17,24,,32
2017-08-30,19.8,16.1,23.9,,33
2017-08-31,22.2,16.6,27.6,,33
2017-09-01,23.3,17.1,29.7,,31
2017-09-02,23.8,18.6,29.6,,33
2017-09-03,23.7,19,29.2,,36
2017-09-04,24.6,19.7,30.1,,28
2017-09-05,21.9,20.4,23.7,0,51
2017-09-06,20.6,18.5,24,2,61
2017-09-07,22.4,17.8,27.5,,52
2017-09-08,24.3,20.4,29.9,,30
2017-09-09,23.8,19.2,28.2,,43
2017-09-10,23,19.9,26.1,0.5,56
2017-09-11,21.2,18.6,24.6,24,59
2017-09-12,22.1,17.7,27.9,,29
2017-09-13,21.4,15.9,27.5,,30
2017-09-14,22.4,14.8,29.5,,28
2017-09-15,22.6,17.8,27.9,,33
2017-09-16,22,16.7,27.6,,39
2017-09-17,23.1,19,29.2,,34
2017-09-18,21.9,16.4,27.6,,36
2017-09-19,22.6,20.1,25.8,8,66
2017-09-20,19.5,14.1,24.9,,29
2017-09-21,20.3,14.2,27,,29
2017-09-22,20.6,15.4,26.8,,34
2017-09-23,21.8,17.6,27.3,0,40
2017-09-24,22.4,18.8,27.9,0,53
2017-09-25,23.4,17.4,30.1,,35
2017-09-26,25.1,19.4,31.4,0,36
2017-09-27,22.7,19.9,27.3,0.5,53
2017-09-28,19.2,14.2,25.3,,20
2017-09-29,17.4,11.2,23.5,,20
2017-09-30,20,14.7,25.9,,49
2017-10-01,18.2,15.5,21.2,4,50
2017-10-02,22,15.6,29.4,1.5,34
2017-10-03,17.6,13.4,23.6,,41
2017-10-04,16.7,10.7,24.3,,32
2017-10-05,18.7,13.9,23.4,,43
2017-10-06,18.9,16.2,23.3,0.5,44
2017-10-07,21.9,16.9,28.8,0,42
2017-10-08,23,19.3,28.7,,42
2017-10-09,22.5,19.8,27.6,0,34
2017-10-10,21.4,18.6,24.8,0.4,56
2017-10-11,15.5,12.2,21.7,20,55
2017-10-12,11.4,8.8,,,
2017-10-13,12.8,6.1,18.9,,31
2017-10-14,14.4,9,20.5,,21
2017-10-15,15.8,9,23,,22
2017-10-16,16.6,13.6,22,,25
2017-10-17,16.2,9.2,23.9,,26
2017-10-18,16.5,14.2,19.1,0.1,43
2017-10-19,17,11.9,23.2,,32
2017-10-20,17,11.1,24.2,,30
2017-10-21,17.6,11,25.2,,25
2017-10-22,16.3,11,23.5,,33
2017-10-23,13.7,8.6,20.6,,30
2017-10-24,14.4,9.9,20.9,,30
2017-10-25,14.4,9.5,20.6,,26
2017-10-26,14.5,10.7,18.1,,31
2017-10-27,16.9,11.9,24.2,,32
2017-10-28,17.2,10.6,24.8,,29
2017-10-29,11.5,6.3,17.2,,25
2017-10-30,7.7,2.5,13.2,,16
2017-10-31,10.4,3.6,16,,32
2017-11-01,14.4,11.5,18.1,,51
2017-11-02,15.5,14,18,1,62
2017-11-03,12.3,6.1,16.6,1.5,41
2017-11-04,7.8,4.5,13.7,,30
2017-11-05,8.4,2.6,15.4,,35
2017-11-06,11.4,8,16.5,,41
2017-11-07,14.4,9.2,18.4,0,42
2017-11-08,13.1,6.9,17.2,0,19
2017-11-09,9.4,3.7,16.8,,18
2017-11-10,9.8,5.3,15.9,7.5,38
2017-11-11,5.9,2.7,10.7,,29
2017-11-12,5.3,0.3,11.4,,34
2017-11-13,8.4,3.1,11.8,4.5,44
2017-11-14,7.5,2.9,11.4,,25
2017-11-15,3.2,-1.1,6.5,,26
2017-11-16,1,-3.4,6.4,,15
2017-11-17,3,-1.6,5.8,0,25
2017-11-18,-2.1,-4.8,2.6,,18
2017-11-19,-1.6,-6.6,3.5,,20
2017-11-20,-0.4,-3.9,4.2,0,29
2017-11-21,1.3,-4.2,8.1,,29
2017-11-22,4.3,0.6,10.8,0.5,33
2017-11-23,0.9,-2.5,4.7,1.2,34
2017-11-24,-0.4,-2.5,2.9,0,30
2017-11-25,3,-3.3,7.3,24,51
2017-11-26,3.3,-0.3,7.6,,37
2017-11-27,2.5,-2.9,9.5,,32
2017-11-28,6.4,1.3,11.2,0.5,39
2017-11-29,3.2,-1.8,8.1,0,25
2017-11-30,-2.4,-5.2,2.7,,13
2017-12-01,-2.2,-7.6,3.1,0,21
2017-12-02,1.9,-4.6,8.1,,34
2017-12-03,4.9,3.1,8.1,4,57
2017-12-04,-1.2,-6.1,4.5,0.1,22
2017-12-05,-4.2,-8.2,-0.4,0.1,24
2017-12-06,0.2,-4.5,6,1.2,28
2017-12-07,0.7,-3.5,4.6,,32
2017-12-08,-3.8,-7.1,-0.5,,24
2017-12-09,-0.5,-5.6,5.4,,29
2017-12-10,1.1,-2.5,6.7,4.1,39
2017-12-11,-7,-11,-2.5,,29
2017-12-12,-9.4,-12.3,-5.2,,27
2017-12-13,-8.7,-12,-4.4,,24
2017-12-14,-6.6,-11.2,-1.9,,28
2017-12-15,-3,-7.5,0.9,0,34
2017-12-16,-5.7,-8.1,-2.6,,21
2017-12-17,-6.7,-10.8,-2.3,,23
2017-12-18,-1.6,-5.9,3.3,3.4,47
2017-12-19,-3.9,-6.5,-1,,22
2017-12-20,-3.9,-8.5,-0.1,0.2,41
2017-12-21,-0.9,-5.6,4.6,,36
2017-12-22,3.4,-1.9,6.6,,53
2017-12-23,6.1,5,8.7,,62
2017-12-24,2.9,-0.6,5.7,20,62
2017-12-25,-2.1,-4.9,0.6,,26
2017-12-26,-3.8,-7.9,-1.1,,14
2017-12-27,-6.9,-10.3,-2.6,,16
2017-12-28,-2.1,-6.8,0.8,0,21
2017-12-29,2.1,-0.4,6,0,51
2017-12-30,1.4,-1.2,4.5,0.7,59
2017-12-31,-0.3,-3.2,3.3,1,22
